"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","ELECTRICITY","TOT","GWH","A","1975",51924,
"NLD","ELECTRICITY","TOT","GWH","A","1976",55627,
"NLD","ELECTRICITY","TOT","GWH","A","1977",55678,
"NLD","ELECTRICITY","TOT","GWH","A","1978",58886,
"NLD","ELECTRICITY","TOT","GWH","A","1979",61685,
"NLD","ELECTRICITY","TOT","GWH","A","1980",61970,
"NLD","ELECTRICITY","TOT","GWH","A","1981",61180,
"NLD","ELECTRICITY","TOT","GWH","A","1982",57492,
"NLD","ELECTRICITY","TOT","GWH","A","1983",56889,
"NLD","ELECTRICITY","TOT","GWH","A","1984",60273,
"NLD","ELECTRICITY","TOT","GWH","A","1985",60554,
"NLD","ELECTRICITY","TOT","GWH","A","1986",64589,
"NLD","ELECTRICITY","TOT","GWH","A","1987",66126,
"NLD","ELECTRICITY","TOT","GWH","A","1988",67144,
"NLD","ELECTRICITY","TOT","GWH","A","1989",70652,
"NLD","ELECTRICITY","TOT","GWH","A","1990",69416,
"NLD","ELECTRICITY","TOT","GWH","A","1991",71773,
"NLD","ELECTRICITY","TOT","GWH","A","1992",74391,
"NLD","ELECTRICITY","TOT","GWH","A","1993",73876,
"NLD","ELECTRICITY","TOT","GWH","A","1994",76471,
"NLD","ELECTRICITY","TOT","GWH","A","1995",77770,
"NLD","ELECTRICITY","TOT","GWH","A","1996",81838,
"NLD","ELECTRICITY","TOT","GWH","A","1997",83009,
"NLD","ELECTRICITY","TOT","GWH","A","1998",87643,
"NLD","ELECTRICITY","TOT","GWH","A","1999",83157,
"NLD","ELECTRICITY","TOT","GWH","A","2000",85998,
"NLD","ELECTRICITY","TOT","GWH","A","2001",89812,
"NLD","ELECTRICITY","TOT","GWH","A","2002",92041,
"NLD","ELECTRICITY","TOT","GWH","A","2003",92841,
"NLD","ELECTRICITY","TOT","GWH","A","2004",97044,
"NLD","ELECTRICITY","TOT","GWH","A","2005",95598,
"NLD","ELECTRICITY","TOT","GWH","A","2006",94489,
"NLD","ELECTRICITY","TOT","GWH","A","2007",100750,
"NLD","ELECTRICITY","TOT","GWH","A","2008",103187,
"NLD","ELECTRICITY","TOT","GWH","A","2009",108767,
"NLD","ELECTRICITY","TOT","GWH","A","2010",114826,
"NLD","ELECTRICITY","TOT","GWH","A","2011",109145,
"NLD","ELECTRICITY","TOT","GWH","A","2012",98647,
"NLD","ELECTRICITY","TOT","GWH","A","2013",96937,
"NLD","ELECTRICITY","TOT","GWH","A","2014",98774,
"NLD","ELECTRICITY","TOT","GWH","A","2015",,"L"
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"NZL","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"NZL","ELECTRICITY","TOT","GWH","A","1960",0,
"NZL","ELECTRICITY","TOT","GWH","A","1961",0,
"NZL","ELECTRICITY","TOT","GWH","A","1962",0,
"NZL","ELECTRICITY","TOT","GWH","A","1963",0,
"NZL","ELECTRICITY","TOT","GWH","A","1964",0,
"NZL","ELECTRICITY","TOT","GWH","A","1965",0,
"NZL","ELECTRICITY","TOT","GWH","A","1966",0,
"NZL","ELECTRICITY","TOT","GWH","A","1967",0,
"NZL","ELECTRICITY","TOT","GWH","A","1968",0,
"NZL","ELECTRICITY","TOT","GWH","A","1969",0,
"NZL","ELECTRICITY","TOT","GWH","A","1970",0,
"NZL","ELECTRICITY","TOT","GWH","A","1971",0,
"NZL","ELECTRICITY","TOT","GWH","A","1972",0,
"NZL","ELECTRICITY","TOT","GWH","A","1973",0,
"NZL","ELECTRICITY","TOT","GWH","A","1974",18574,
"NZL","ELECTRICITY","TOT","GWH","A","1975",20320,
"NZL","ELECTRICITY","TOT","GWH","A","1976",21176,
"NZL","ELECTRICITY","TOT","GWH","A","1977",21517,
"NZL","ELECTRICITY","TOT","GWH","A","1978",21957,
"NZL","ELECTRICITY","TOT","GWH","A","1979",21877,
"NZL","ELECTRICITY","TOT","GWH","A","1980",22356,
"NZL","ELECTRICITY","TOT","GWH","A","1981",23234,
"NZL","ELECTRICITY","TOT","GWH","A","1982",24606,
"NZL","ELECTRICITY","TOT","GWH","A","1983",26121,
"NZL","ELECTRICITY","TOT","GWH","A","1984",27060,
"NZL","ELECTRICITY","TOT","GWH","A","1985",27306,
"NZL","ELECTRICITY","TOT","GWH","A","1986",28204,
"NZL","ELECTRICITY","TOT","GWH","A","1987",28864,
"NZL","ELECTRICITY","TOT","GWH","A","1988",29695,
"NZL","ELECTRICITY","TOT","GWH","A","1989",30552,
"NZL","ELECTRICITY","TOT","GWH","A","1990",31459,
"NZL","ELECTRICITY","TOT","GWH","A","1991",32410,
"NZL","ELECTRICITY","TOT","GWH","A","1992",31932,
"NZL","ELECTRICITY","TOT","GWH","A","1993",33359,
"NZL","ELECTRICITY","TOT","GWH","A","1994",34027,
"NZL","ELECTRICITY","TOT","GWH","A","1995",35250,
"NZL","ELECTRICITY","TOT","GWH","A","1996",35561,
"NZL","ELECTRICITY","TOT","GWH","A","1997",35992,
"NZL","ELECTRICITY","TOT","GWH","A","1998",36579,
"NZL","ELECTRICITY","TOT","GWH","A","1999",36643,
"NZL","ELECTRICITY","TOT","GWH","A","2000",38070,
"NZL","ELECTRICITY","TOT","GWH","A","2001",38219,
"NZL","ELECTRICITY","TOT","GWH","A","2002",39386,
"NZL","ELECTRICITY","TOT","GWH","A","2003",39454,
"NZL","ELECTRICITY","TOT","GWH","A","2004",41264,
"NZL","ELECTRICITY","TOT","GWH","A","2005",41515,
"NZL","ELECTRICITY","TOT","GWH","A","2006",42123,
"NZL","ELECTRICITY","TOT","GWH","A","2007",42285,
"NZL","ELECTRICITY","TOT","GWH","A","2008",42306,
"NZL","ELECTRICITY","TOT","GWH","A","2009",42080,
"NZL","ELECTRICITY","TOT","GWH","A","2010",43457,
"NZL","ELECTRICITY","TOT","GWH","A","2011",43108,
"NZL","ELECTRICITY","TOT","GWH","A","2012",42806,
"NZL","ELECTRICITY","TOT","GWH","A","2013",41882,
"NZL","ELECTRICITY","TOT","GWH","A","2014",42239,
"NZL","ELECTRICITY","TOT","GWH","A","2015",,"L"
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"NOR","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"NOR","ELECTRICITY","TOT","GWH","A","1960",0,
"NOR","ELECTRICITY","TOT","GWH","A","1961",0,
"NOR","ELECTRICITY","TOT","GWH","A","1962",0,
"NOR","ELECTRICITY","TOT","GWH","A","1963",0,
"NOR","ELECTRICITY","TOT","GWH","A","1964",0,
"NOR","ELECTRICITY","TOT","GWH","A","1965",0,
"NOR","ELECTRICITY","TOT","GWH","A","1966",0,
"NOR","ELECTRICITY","TOT","GWH","A","1967",0,
"NOR","ELECTRICITY","TOT","GWH","A","1968",0,
"NOR","ELECTRICITY","TOT","GWH","A","1969",0,
"NOR","ELECTRICITY","TOT","GWH","A","1970",0,
"NOR","ELECTRICITY","TOT","GWH","A","1971",0,
"NOR","ELECTRICITY","TOT","GWH","A","1972",0,
"NOR","ELECTRICITY","TOT","GWH","A","1973",0,
"NOR","ELECTRICITY","TOT","GWH","A","1974",76152,
"NOR","ELECTRICITY","TOT","GWH","A","1975",76926,
"NOR","ELECTRICITY","TOT","GWH","A","1976",81552,
"NOR","ELECTRICITY","TOT","GWH","A","1977",71764,
"NOR","ELECTRICITY","TOT","GWH","A","1978",80231,
"NOR","ELECTRICITY","TOT","GWH","A","1979",88258,
"NOR","ELECTRICITY","TOT","GWH","A","1980",83196,
"NOR","ELECTRICITY","TOT","GWH","A","1981",92430,
"NOR","ELECTRICITY","TOT","GWH","A","1982",92155,
"NOR","ELECTRICITY","TOT","GWH","A","1983",105375,
"NOR","ELECTRICITY","TOT","GWH","A","1984",105647,
"NOR","ELECTRICITY","TOT","GWH","A","1985",102350,
"NOR","ELECTRICITY","TOT","GWH","A","1986",96374,
"NOR","ELECTRICITY","TOT","GWH","A","1987",103325,
"NOR","ELECTRICITY","TOT","GWH","A","1988",109055,
"NOR","ELECTRICITY","TOT","GWH","A","1989",118131,
"NOR","ELECTRICITY","TOT","GWH","A","1990",120830,
"NOR","ELECTRICITY","TOT","GWH","A","1991",110083,
"NOR","ELECTRICITY","TOT","GWH","A","1992",116540,
"NOR","ELECTRICITY","TOT","GWH","A","1993",119261,
"NOR","ELECTRICITY","TOT","GWH","A","1994",112604,
"NOR","ELECTRICITY","TOT","GWH","A","1995",122607,
"NOR","ELECTRICITY","TOT","GWH","A","1996",104386,
"NOR","ELECTRICITY","TOT","GWH","A","1997",111052,
"NOR","ELECTRICITY","TOT","GWH","A","1998",116063,
"NOR","ELECTRICITY","TOT","GWH","A","1999",121753,
"NOR","ELECTRICITY","TOT","GWH","A","2000",142317,
"NOR","ELECTRICITY","TOT","GWH","A","2001",120970,
"NOR","ELECTRICITY","TOT","GWH","A","2002",130103,
"NOR","ELECTRICITY","TOT","GWH","A","2003",106784,
"NOR","ELECTRICITY","TOT","GWH","A","2004",109848,
"NOR","ELECTRICITY","TOT","GWH","A","2005",137374,
"NOR","ELECTRICITY","TOT","GWH","A","2006",120995,
"NOR","ELECTRICITY","TOT","GWH","A","2007",136636,
"NOR","ELECTRICITY","TOT","GWH","A","2008",141497,
"NOR","ELECTRICITY","TOT","GWH","A","2009",131165,
"NOR","ELECTRICITY","TOT","GWH","A","2010",123071,
"NOR","ELECTRICITY","TOT","GWH","A","2011",127062,
"NOR","ELECTRICITY","TOT","GWH","A","2012",147156,
"NOR","ELECTRICITY","TOT","GWH","A","2013",133355,
"NOR","ELECTRICITY","TOT","GWH","A","2014",141620,
"NOR","ELECTRICITY","TOT","GWH","A","2015",,"L"
"POL","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"POL","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"POL","ELECTRICITY","TOT","GWH","A","1960",26518,
"POL","ELECTRICITY","TOT","GWH","A","1961",29168,
"POL","ELECTRICITY","TOT","GWH","A","1962",32037,
"POL","ELECTRICITY","TOT","GWH","A","1963",33395,
"POL","ELECTRICITY","TOT","GWH","A","1964",36802,
"POL","ELECTRICITY","TOT","GWH","A","1965",39716,
"POL","ELECTRICITY","TOT","GWH","A","1966",42984,
"POL","ELECTRICITY","TOT","GWH","A","1967",46484,
"POL","ELECTRICITY","TOT","GWH","A","1968",50369,
"POL","ELECTRICITY","TOT","GWH","A","1969",54497,
"POL","ELECTRICITY","TOT","GWH","A","1970",58558,
"POL","ELECTRICITY","TOT","GWH","A","1971",63310,
"POL","ELECTRICITY","TOT","GWH","A","1972",69245,
"POL","ELECTRICITY","TOT","GWH","A","1973",76474,
"POL","ELECTRICITY","TOT","GWH","A","1974",83191,
"POL","ELECTRICITY","TOT","GWH","A","1975",88180,
"POL","ELECTRICITY","TOT","GWH","A","1976",94465,
"POL","ELECTRICITY","TOT","GWH","A","1977",99193,
"POL","ELECTRICITY","TOT","GWH","A","1978",104633,
"POL","ELECTRICITY","TOT","GWH","A","1979",106193,
"POL","ELECTRICITY","TOT","GWH","A","1980",110183,
"POL","ELECTRICITY","TOT","GWH","A","1981",103798,
"POL","ELECTRICITY","TOT","GWH","A","1982",106139,
"POL","ELECTRICITY","TOT","GWH","A","1983",113685,
"POL","ELECTRICITY","TOT","GWH","A","1984",121799,
"POL","ELECTRICITY","TOT","GWH","A","1985",124337,
"POL","ELECTRICITY","TOT","GWH","A","1986",126836,
"POL","ELECTRICITY","TOT","GWH","A","1987",131708,
"POL","ELECTRICITY","TOT","GWH","A","1988",130877,
"POL","ELECTRICITY","TOT","GWH","A","1989",131842,
"POL","ELECTRICITY","TOT","GWH","A","1990",123410,
"POL","ELECTRICITY","TOT","GWH","A","1991",122181,
"POL","ELECTRICITY","TOT","GWH","A","1992",120409,
"POL","ELECTRICITY","TOT","GWH","A","1993",121554,
"POL","ELECTRICITY","TOT","GWH","A","1994",122853,
"POL","ELECTRICITY","TOT","GWH","A","1995",127442,
"POL","ELECTRICITY","TOT","GWH","A","1996",131195,
"POL","ELECTRICITY","TOT","GWH","A","1997",130309,
"POL","ELECTRICITY","TOT","GWH","A","1998",130278,
"POL","ELECTRICITY","TOT","GWH","A","1999",129498,
"POL","ELECTRICITY","TOT","GWH","A","2000",132214,
"POL","ELECTRICITY","TOT","GWH","A","2001",132666,
"POL","ELECTRICITY","TOT","GWH","A","2002",131374,
"POL","ELECTRICITY","TOT","GWH","A","2003",138367,
"POL","ELECTRICITY","TOT","GWH","A","2004",140789,
"POL","ELECTRICITY","TOT","GWH","A","2005",143615,
"POL","ELECTRICITY","TOT","GWH","A","2006",147685,
"POL","ELECTRICITY","TOT","GWH","A","2007",145393,
"POL","ELECTRICITY","TOT","GWH","A","2008",141498,
"POL","ELECTRICITY","TOT","GWH","A","2009",137908,
"POL","ELECTRICITY","TOT","GWH","A","2010",143457,
"POL","ELECTRICITY","TOT","GWH","A","2011",148913,
"POL","ELECTRICITY","TOT","GWH","A","2012",147649,
"POL","ELECTRICITY","TOT","GWH","A","2013",150079,
"POL","ELECTRICITY","TOT","GWH","A","2014",145214,
"POL","ELECTRICITY","TOT","GWH","A","2015",,"L"
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"PRT","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
